registro_id,data_movimentacao,cidade,uf,canal,dispositivo,tipo_movimentacao,categoria,grupo_financeiro,titulo_movimentacao,valor_total,forma_pagamento,pago_por,participantes_qtd,percentual_rateio,valor_por_participante,status_rateio,status_pagamento,data_vencimento,dias_atraso,comprovante_enviado,origem_registro,saldo_participante,avaliacao_experiencia,observacao
CAF-00483,2025-02-27,Campinas,SP,site,mobile,receita,transporte,Pessoal,Depósito,2747.86,cartao_credito,Ana,1,100,2747.86,fechado,pago,2025-03-15,0,SIM,manual,492.01,3.1,
CAF-00484,2025-02-02,Ribeirão Preto,SP,app,tablet,despesa_grupo,mercado,Republica Alpha,Compra mensal,466.77,transferencia,Ana,8,12.5,58.35,parcial,atrasado,2025-02-06,6,NÃO,api_integracao,-103.56,4.5,
CAF-00485,2025-10-25,Ribeirão Preto,SP,api,tablet,pagamento_rateio,transporte,Casa 302,Pedágio,506.27,cartao_debito,Natália,7,14.29,72.32,aberto,pendete,2025-10-29,0,sim,recorrente,593.62,2.7,
CAF-00486,2025-08-04,Belo Horizonte,MG,app,tablet,despesa_pessoal,viagem,Pessoal,Hotel,371.88,pix,João,1,100,371.88,fechado,pago,data inválida,0,,api_integracao,"-385,29",2.9,
CAF-00487,2025-06-09,Salvador,BA,app,tablet,despesa_pessoal,mercado,Equipe Projeto,Supermercado,667.35,boleto,Ana,5,100,"133,47",aberto,atrasado,2025-06-20,26,NÃO,importacao_bancaria,425.15,2.6,
CAF-00488,2025-03-31,São Paulo,SP,web,desktop,receita,saude,Pessoal,Reembolso recebido,,pix,Bruno,1,100,3023.82,aberto,pago,2025-04-03,0,,api_integracao,40.09,3.6,
CAF-00489,2025-02-10,Salvador,BA,app,desktop,despesa_pessoal,contas,Viagem Praia,Telefone,78.58,transferencia,Bruno,3,100,26.19,aberto,pago,2025-02-17,0,NÃO,api_integracao,-326.43,3.0,
CAF-00490,2025-10-13,Campinas,SP,api,desktop,despesa_grupo,contas,Amigos Futebol,Internet,560.11,cartao_debito,Larissa,5,20.0,112.02,aberto,pendente,19/10/2025,3,nao,importacao_bancaria,521.59,5.0,
CAF-00491,2025-05-31,São Paulo,sp,web,tablet,despesa_grupo,transporte,Evento Churrasco,Pedágio,611.37,transferencia,Isabela,2,50.0,305.69,fechado,pendente,12/06/2025,0,SIM,api_integracao,257.71,2.6,
CAF-00492,2025-02-23,Belo Horizonte,MG,app,desktop,despesa_grupo,moradia,Amigos Futebol,Energia,2259.57,cartao_debito,Eduarda,4,25.0,564.89,parcial,atrasdo,01/03/2025,24,sim,recorrente,123.32,"2,7",
CAF-00493,11/05/2025,Belo Horizonte,MG,web,tablet,despesa_pessoal,moradia,Republica Alpha,Energia,"1246,33",boleto,Mateus,3,100,415.44,fechado,pendente,2025-05-25,0,nao,manual,"372,27",4.6,
CAF-00494,2025-02-22,Uberlândia,MG,web,mobile,despesa_grupo,moraddia,Equipe Projeto,Condomínio,1816.85,pix,Mateus,6,16.67,302.81,parcial,pendente,2025-02-26,0,sim,importacao_bancaria,-323.98,4.7,
CAF-00495,2025-07-17,Uberlândia,mg,web,mobile,despesa_grupo,lazer,Amigos Futebol,Barzinho,,transferencia,Bruno,6,16.67,92.94,parcial,pendente,2025-08-01,0,,importacao_bancaria,"-366,02",2.9,
CAF-00496,09/07/2025,Curitiba,PR,web,desktop,reembolso,viagem,Republica Alpha,Hotel,3121.47,transferencia,Giovana,5,20.0,624.29,aberto,pendete,2025-07-29,0,sim,manual,244.9,4.7,
CAF-00497,08/07/2025,Campinas,SP,api,tablet,despesa_grupo,educacao,Pessoal,Curso,1658.47,pix,Isabela,1,100.0,1658.47,aberto,pago,2025-07-25,0,,manual,"-33,03",5.0,
CAF-00498,2025-05-02,uberlândia,MG,api,desktop,reembolso,educacao,Viagem Praia,Livro,"3136,67",boleto,Pedro,2,50.0,1568.34,fechado,falha_pagamento,2025-05-20,0,nao,manual,340.76,"3,1",
CAF-00499,2025-10-10,Uberlândia,MG,site,desktop,despesa_grupo,moradia,Viagem Praia,Internet,1302.66,boleto,Bruno,5,20.0,"260,53",aberto,pago,2025-10-18,0,SIM,api_integracao,499.5,"2,3",
CAF-00500,2025-01-01,Uberaba,mg,web,mobile,pagamento_rateio,viagem,Pessoal,Passeio,1659.17,cartao_credito,Pedro,1,100.0,1659.17,aberto,atrasado,16/01/2025,33,nao,api_integracao,464.91,"4,7",
CAF-00501,05-10-2025,salvador,ba,api,tablet,despesa_pessoal,alimentacao,Pessoal,Padaria,"325,45",pix,João,1,100,"325,45",aberto,pago,08/10/2025,0,sim,api_integracao,"-376,88","2,2",
CAF-00502,2025-01-08,Ribeirão Preto,SP,app,tablet,despesa_pessoal,mercado,Pessoal,Hortifruti,598.77,cartao_credito,Natália,1,100,598.77,fechado,atrasado,2025-01-24,38,,importacao_bancaria,438.25,"3,2",
CAF-00503,2025-10-03,uberlândia,MG,site,desktop,receita,contas,Pessoal,Salário,2491.59,transferencia,Felipe,1,100,2491.59,parcial,pagoo,2025-10-10,0,nao,recorrente,35.93,3.2,
CAF-00504,2025-04-01,Campinas,SP,api,desktop,pagamento_rateio,educacao,Republica Alpha,Livro,1619.72,dinheiro,Rafaela,4,25.0,"404,93",fechado,pago,2025-04-15,0,SIM,manual,-162.93,3.2,
CAF-00505,22/02/2025,Uberlândia,MG,web,tablet,pagamento_rateio,transporte,Republica Alpha,Combustível,289.33,cartao_debito,Mateus,5,20.0,"57,87",fechado,pendente,2025-02-27,12,,api_integracao,503.25,2.9,
CAF-00506,2025-01-31,Belo Horizonte,MG,app,mobile,despesa_grupo,viagem,Equipe Projeto,Passagem,"1339,02",transferencia,Larissa,7,14.29,191.29,parcial,pago,2025-02-19,0,NÃO,api_integracao,-547.41,4.5,
CAF-00507,2025-02-03,Belo Horizonte,MG,site,desktop,receita,alimentacao,Pessoal,Salário,2784.8,pix,Rafaela,1,100,2784.8,aberto,pendente,2025-02-22,0,sim,manual,51.31,3.9,
CAF-00508,2025-03-17,belo horizonte,mg,web,tablet,pagamento_rateio,alimentacao,Republica Alpha,Jantar,491.95,boleto,Ana,2,50.0,245.97,parcial,atrasado,2025-04-01,45,nao,recorrente,1.14,"4,1",
CAF-00509,2025-03-22,Uberaba,MG,app,mobile,despesa_pessoal,contas,Pessoal,Água,765.53,cartao_credito,Eduarda,1,100,765.53,aberto,pagoo,2025-03-27,0,nao,importacao_bancaria,"-337,4",2.7,
CAF-00510,12-10-2025,Curitiba,pr,app,mobile,despesa_grupo,saude,Equipe Projeto,Farmácia,529.58,pix,Eduarda,7,14.29,75.65,aberto,falha_pagamento,data inválida,0,,recorrente,-212.07,3.7,
CAF-00511,2025-03-14,Salvador,ba,web,desktop,pagamento_rateio,moradia,Republica Alpha,Água,,cartao_credito,Diego,7,14.29,"376,18",fechado,pendente,2025-03-20,0,sim,importacao_bancaria,"-518,97","4,7",
CAF-00512,2025-06-20,Uberlândia,MG,web,tablet,pagamento_rateio,moradia,Familia Silva,Água,476.7,pix,Natália,8,12.5,59.59,aberto,pendente,07/07/2025,0,nao,manual,"56,99","3,1",
CAF-00513,2025-09-02,uberaba,mg,api,tablet,despesa_grupo,lazer,Viagem Praia,Show,64.4,pix,Eduarda,4,25.0,"16,1",parcial,pendente,2025-09-08,0,,manual,-520.75,4.9,
CAF-00514,2025-03-18,são paulo,SP,api,mobile,receita,transporte,Pessoal,Salário,"5128,03",boleto,Bruno,1,100,"5128,03",parcial,atrasado,2025-03-31,13,sim,manual,"-186,68","4,4",
CAF-00515,2025-08-01,Uberlândia,MG,app,mobile,despesa_pessoal,educacao,Pessoal,Curso,2750.12,transferencia,Isabela,1,100,2750.12,fechado,pendente,2025-08-13,2,nao,manual,-96.24,"2,0",
CAF-00516,2025-03-20,Belo Horizonte,mg,api,desktop,despesa_grupo,alimentacao,Evento Churrasco,Jantar,341.92,cartao_credito,Larissa,4,25.0,85.48,parcial,pendente,2025-03-27,0,SIM,recorrente,-399.27,2.6,
CAF-00517,2025-10-12,Curitiba,pr,app,tablet,receita,transporte,Pessoal,Freelance,5972.41,transferencia,Bruno,1,100,5972.41,fechado,pago,2025-10-24,0,nao,api_integracao,"366,0",4.7,
CAF-00518,18/01/2025,campinas,SP,api,tablet,despesa_pessoal,contas,Pessoal,Internet,323.78,dinheiro,Natália,1,100,"323,78",fechado,estornado,2025-02-05,0,NÃO,api_integracao,355.28,3.2,
CAF-00519,2025-05-19,Belo Horizonte,mg,site,desktop,despesa_grupo,moradia,Casa 302,Energia,"1876,14",pix,João,4,25.0,469.04,fechado,falha_pagamento,2025-05-28,0,SIM,importacao_bancaria,312.5,3.8,
CAF-00520,2025-03-02,belo horizonte,MG,app,tablet,pagamento_rateio,educacao,Equipe Projeto,Curso,798.63,dinheiro,Pedro,2,50.0,399.31,aberto,pendente,2025-03-11,0,NÃO,recorrente,-335.99,4.3,
CAF-00521,08/07/2025,ribeirão preto,SP,api,desktop,despesa_grupo,viagem,Amigos Futebol,Passagem,2931.65,dinheiro,Eduarda,4,25.0,732.91,fechado,pagoo,2025-07-23,0,NÃO,importacao_bancaria,171.38,2.5,
CAF-00522,2025-06-15,Campinas,sp,app,tablet,reembolso,viagem,Viagem Praia,Reserva,"529,21",cartao_debito,Felipe,7,14.29,NA,parcial,falha_pagamento,2025-06-16,0,nao,recorrente,427.6,2.5,
CAF-00523,22/04/2025,Uberlândia,mg,app,mobile,despesa_grupo,contas,Casa 302,Internet,"607,17",boleto,Natália,5,20.0,121.43,aberto,atrasado,2025-05-11,37,NÃO,importacao_bancaria,-187.24,4.2,
CAF-00524,2025-09-25,são paulo,SP,web,tablet,receita,lazer,Equipe Projeto,Freelance,"1296,51",cartao_debito,Ana,5,100,NA,parcial,estornado,12/10/2025,0,sim,importacao_bancaria,"-133,09",3.5,
CAF-00525,2025-10-11,São Paulo,SP,web,tablet,reembolso,contas,Amigos Futebol,Internet,"665,76",dinheiro,Diego,4,25.0,166.44,parciall,pendente,2025-10-15,0,nao,importacao_bancaria,-430.04,"2,5",
CAF-00526,31/02/2025,Salvador,BA,api,mobile,despesa_grupo,alimentacao,Pessoal,Pizza,710.65,transferencia,Natália,1,100.0,710.65,fechado,atrasado,2025-04-12,42,sim,manual,-274.13,4.1,
CAF-00527,23/04/2025,São Paulo,sp,api,tablet,despesa_grupo,saude,Casa 302,Consulta,67.82,transferencia,Eduarda,8,12.5,NA,parcial,pago,2025-05-01,0,nao,manual,-158.06,"3,3",
CAF-00528,2025-04-19,Ribeirão Preto,SP,site,mobile,despesa_pessoal,alimentacao,Republica Alpha,Café,155.89,cartao_credito,Larissa,2,100,77.94,aberto,atrasado,2025-05-04,43,sim,importacao_bancaria,-231.02,4.8,
CAF-00529,09/09/2025,campinas,SP,site,mobile,despesa_grupo,contas,Republica Alpha,Telefone,815.89,transferencia,João,6,16.67,"135,98",parcial,pago,2025-09-26,0,nao,importacao_bancaria,528.85,4.1,
CAF-00530,2025-04-04,são paulo,sp,app,desktop,reembolso,viagem,Evento Churrasco,Reserva,1155.95,transferencia,Henrique,8,12.5,"144,49",fechado,pago,2025-04-05,0,NÃO,recorrente,-125.23,2.9,
CAF-00531,2025-01-18,salvador,BA,api,desktop,receita,saude,Pessoal,Depósito,"4020,76",boleto,Carla,1,100,"4020,76",cancelado,pago,21/01/2025,0,,api_integracao,"-435,18",4.1,
CAF-00532,10/02/2025,Curitiba,PR,api,tablet,despesa_grupo,mercado,Pessoal,Compra mensal,377.91,cartao_debito,Felipe,1,100.0,377.91,fechado,atrasado,2025-02-19,20,SIM,manual,350.05,2.9,
CAF-00533,2025-07-29,são paulo,sp,api,tablet,despesa_grupo,saude,Equipe Projeto,Exame,573.62,boleto,Larissa,8,12.5,71.7,fechado,pago,2025-08-06,0,nao,manual,560.81,5.0,
CAF-00534,2025-07-31,Ribeirão Preto,sp,site,mobile,despesa_grupo,alimentacao,Amigos Futebol,Café,488.18,cartao_debito,Giovana,2,50.0,244.09,aberto,pago,2025-08-18,0,sim,importacao_bancaria,476.69,4.6,
CAF-00535,30-08-2025,Belo Horizonte,mg,site,mobile,despesa_grupo,viagem,Amigos Futebol,Passagem,1282.68,dinheiro,Diego,2,50.0,641.34,aberto,falha_pagamento,2025-09-16,0,nao,api_integracao,"468,3","2,6",
CAF-00536,2025-10-24,Belo Horizonte,MG,app,mobile,despesa_pessoal,viagem,Viagem Praia,Passeio,2010.32,pix,Carla,8,100,"251,29",fechado,pago,2025-11-08,0,SIM,manual,"-41,02",2.6,
CAF-00537,2025-06-23,Salvador,BA,site,mobile,despesa_grupo,educacao,Viagem Praia,Mensalidade,376.56,pix,Carla,4,25.0,94.14,parcial,falha_pagamento,2025-06-29,0,sim,importacao_bancaria,-573.64,2.6,
CAF-00538,27/06/2025,Salvador,BA,site,desktop,despesa_pessoal,lazer,Pessoal,Show,775.05,transferencia,João,1,100,775.05,parcial,pendente,2025-07-12,5,nao,manual,-447.53,2.9,
CAF-00539,2025-07-11,Belo Horizonte,MG,web,tablet,receita,transporte,Evento Churrasco,Reembolso recebido,"3159,34",boleto,Natália,8,100,394.92,parcial,atrasado,2025-07-19,24,,importacao_bancaria,44.19,4.8,
CAF-00540,2025-10-01,Curitiba,PR,site,mobile,despesa_pessoal,lazer,Pessoal,Cinema,678.35,pix,Carla,1,100,678.35,aberto,falha_pagamento,2025-10-04,0,,manual,"-317,15",3.0,
CAF-00541,2025-04-26,salvador,BA,api,tablet,despesa_grupo,viagem,Familia Silva,Reserva,850.18,dinheiro,Giovana,7,14.29,121.45,aberto,pendente,2025-05-10,5,nao,importacao_bancaria,"-464,42",2.5,
CAF-00542,2025-05-31,Uberaba,MG,web,tablet,despesa_pessoal,viagem,Pessoal,Reserva,823.7,cartao_debito,João,1,100,823.7,fechado,atrasado,2025-06-11,21,nao,recorrente,"-3,8",3.9,
CAF-00543,23-03-2025,são paulo,sp,web,desktop,despesa_pessoal,moradia,Viagem Praia,Aluguel,1982.21,cartao_credito,Carla,6,100,"330,37",aberto,pendente,2025-04-05,6,SIM,recorrente,-320.89,"2,7",
CAF-00544,31/02/2025,salvador,ba,app,mobile,despesa_pessoal,alimentacao,Pessoal,Padaria,461.25,cartao_credito,Mateus,1,100,461.25,fechado,pendente,2025-02-03,0,sim,importacao_bancaria,338.53,3.1,
CAF-00545,2025-02-26,Curitiba,pr,api,desktop,receita,alimentacao,Pessoal,Freelance,3664.11,dinheiro,Henrique,1,100,3664.11,fechado,pago,2025-03-08,0,NÃO,recorrente,-261.88,4.6,
CAF-00546,2025-04-04,uberlândia,mg,api,tablet,despesa_grupo,transporte,Amigos Futebol,Ônibus,,boleto,Natália,8,12.5,99.74,fechado,pendente,19/04/2025,0,NÃO,api_integracao,90.44,3.6,
CAF-00547,2025-02-01,Campinas,SP,site,tablet,despesa_grupo,transporte,Republica Alpha,Pedágio,542.56,cartao_debito,Natália,3,33.33,"180,85",aberto,atrasado,2025-02-08,1,SIM,importacao_bancaria,509.89,4.5,
CAF-00548,12-10-2025,Campinas,SP,web,tablet,receita,lazer,Pessoal,Depósito,"1274,82",cartao_debito,Larissa,1,100,"1274,82",aberto,pago,29/10/2025,0,NÃO,importacao_bancaria,-122.82,2.3,
CAF-00549,18/09/2025,Campinas,sp,app,tablet,despesa_pessoal,alimentacao,Pessoal,Jantar,"426,66",pix,Larissa,1,100,426.66,aberto,atrasado,29/09/2025,11,sim,manual,427.56,4.4,
CAF-00550,2025-05-07,Curitiba,PR,app,tablet,reembolso,moradia,Pessoal,Água,3067.02,dinheiro,Isabela,1,100.0,3067.02,parcial,pendente,2025-05-18,6,NÃO,importacao_bancaria,-230.34,3.5,
CAF-00551,2025-08-16,ribeirão preto,SP,web,tablet,pagamento_rateio,mercado,Familia Silva,Hortifruti,494.37,dinheiro,Henrique,2,50.0,247.19,parcial,pago,2025-09-04,0,NÃO,api_integracao,70.98,4.1,
CAF-00552,2025-06-25,Uberlândia,MG,app,desktop,despesa_grupo,alimentacao,Viagem Praia,Padaria,688.18,pix,Felipe,3,33.33,229.39,aberto,atrasado,2025-06-26,9,NÃO,manual,"-123,95",2.9,
CAF-00553,2025-01-22,Curitiba,PR,site,tablet,despesa_pessoal,saude,Pessoal,Exame,845.69,boleto,Felipe,1,100,845.69,parcial,atrasado,2025-01-22,29,SIM,manual,"-543,31",2.6,
CAF-00554,2025-10-13,Campinas,SP,api,desktop,despesa_pessoal,alimentacao,Pessoal,Jantar,778.17,pix,Larissa,1,100,"778,17",aberto,pago,26/10/2025,0,sim,manual,-464.4,"4,3",
CAF-00555,2025-08-05,Belo Horizonte,MG,api,mobile,despesa_grupo,moradia,Familia Silva,Energia,,dinheiro,Pedro,5,20.0,418.43,aberto,falha_pagamento,2025-08-10,0,nao,manual,130.79,3.0,
CAF-00556,2025-04-25,salvador,BA,site,tablet,despesa_grupo,alimentacao,Evento Churrasco,Almoço,824.49,cartao_debito,Felipe,7,14.29,117.78,aberto,pendente,2025-05-14,0,NÃO,importacao_bancaria,"190,09",4.8,
CAF-00557,2025-05-07,Salvador,BA,api,mobile,despesa_grupo,mercado,Viagem Praia,Compra mensal,717.82,cartao_credito,Mateus,8,12.5,89.73,aberto,pago,2025-05-23,0,SIM,manual,"-61,65",2.2,
CAF-00558,2025-06-02,curitiba,PR,web,mobile,despesa_grupo,mercado,Evento Churrasco,Supermercado,232.06,boleto,Diego,2,50.0,116.03,aberto,pago,2025-06-19,0,nao,manual,35.82,3.3,
CAF-00559,2025-10-13,São Paulo,SP,app,desktop,reembolso,contas,Viagem Praia,Internet,586.37,cartao_debito,Carla,2,50.0,293.19,parcial,pendente,23/10/2025,0,SIM,importacao_bancaria,-20.84,4.4,
CAF-00560,2025-03-25,Belo Horizonte,mg,api,mobile,despesa_grupo,contas,Viagem Praia,Internet,"757,03",transferencia,Natália,5,20.0,151.41,aberto,estornado,2025-03-26,0,,manual,"227,39",2.3,
CAF-00561,2025-09-25,curitiba,PR,api,tablet,pagamento_rateio,educacao,Amigos Futebol,Mensalidade,"2917,69",transferencia,João,7,14.29,416.81,parcial,pago,2025-09-30,0,SIM,recorrente,-205.69,4.1,
CAF-00562,07/02/2025,Curitiba,pr,web,mobile,despesa_pessoal,viagem,Amigos Futebol,Passeio,"2661,02",cartao_debito,Natália,3,100,887.01,parcial,atrasado,2025-02-12,26,,manual,-500.4,4.2,
CAF-00563,31/02/2025,Uberaba,MG,site,mobile,despesa_pessoal,alimentacao,Pessoal,Pizza,"482,83",dinheiro,Rafaela,1,100,"482,83",parcial,pendente,2025-07-03,0,SIM,manual,"305,45",3.4,
CAF-00564,2025-09-30,Ribeirão Preto,SP,api,desktop,despesa_grupo,contas,Republica Alpha,Luz,591.22,cartao_debito,Pedro,6,16.67,98.54,fechado,atrasado,2025-10-03,21,sim,importacao_bancaria,-240.8,"4,1",
CAF-00565,2025-07-25,Campinas,SP,app,tablet,despesa_grupo,viagem,Casa 302,Reserva,2153.68,cartao_debito,Henrique,7,14.29,307.67,aberto,pago,06/08/2025,0,nao,recorrente,81.72,3.1,
CAF-00566,2025-03-23,Belo Horizonte,MG,web,mobile,despesa_grupo,lazer,Amigos Futebol,Show,450.24,dinheiro,Natália,4,25.0,112.56,aberto,atrasado,data inválida,7,,recorrente,"550,68","3,0",
CAF-00567,09-09-2025,Uberaba,MG,site,desktop,despesa_grupo,educacao,Familia Silva,Livro,2277.83,dinheiro,Bruno,6,16.67,"379,64",fechado,pendente,19/09/2025,0,,recorrente,"90,16",2.1,
CAF-00568,2025-09-18,Curitiba,PR,api,mobile,reembolso,lazer,Casa 302,Game,,dinheiro,Bruno,5,20.0,"25,68",aberto,pendente,08/10/2025,0,,manual,346.6,4.3,
CAF-00569,2025-10-08,Salvador,BA,site,mobile,despesa_grupo,saude,Evento Churrasco,Farmácia,,pix,Diego,7,14.29,101.08,aberto,pendente,11/10/2025,0,,recorrente,"563,19",2.6,
CAF-00570,2025-07-02,são paulo,SP,app,mobile,despesa_grupo,saude,Amigos Futebol,Farmácia,486.8,cartao_credito,Eduarda,4,25.0,121.7,cancelado,pendente,2025-07-19,8,,api_integracao,-481.45,3.9,
CAF-00571,2025-04-01,Ribeirão Preto,SP,site,desktop,despesa_grupo,lazer,Viagem Praia,Game,"98,23",boleto,Pedro,6,16.67,16.37,aberto,pendente,2025-04-13,7,nao,manual,"-30,13",2.4,
CAF-00572,2025-10-20,Belo Horizonte,MG,app,desktop,despesa_pessoal,viagem,Pessoal,Hotel,739.2,boleto,Ana,1,100,739.2,aberto,pago,2025-11-08,0,nao,manual,"185,22","2,5",
CAF-00573,24/05/2025,Uberlândia,mg,site,tablet,reembolso,transporte,Evento Churrasco,Uber,394.75,cartao_debito,Diego,5,20.0,78.95,abertto,falha_pagamento,31/05/2025,0,SIM,importacao_bancaria,-379.6,2.4,
CAF-00574,17/08/2025,Ribeirão Preto,SP,app,mobile,receita,contas,Pessoal,Reembolso recebido,"6060,81",dinheiro,Giovana,1,100,6060.81,aberto,pago,2025-08-26,0,sim,importacao_bancaria,-275.58,3.0,
CAF-00575,2025-08-09,Belo Horizonte,MG,web,desktop,despesa_pessoal,contas,Pessoal,Água,193.6,dinheiro,Ana,1,100,193.6,fechado,pago,2025-08-17,0,SIM,manual,"13,41",2.7,
CAF-00576,28-09-2025,Campinas,SP,site,mobile,receita,lazer,Pessoal,Depósito,"6183,93",pix,Isabela,1,100,NA,aberto,pendente,2025-10-14,0,nao,importacao_bancaria,257.3,"2,0",
CAF-00577,2025-02-01,Belo Horizonte,MG,web,desktop,despesa_grupo,transporte,Republica Alpha,Uber,445.99,boleto,Natália,8,12.5,55.75,parcial,pendente,2025-02-09,0,sim,manual,-138.62,4.3,
CAF-00578,2025-07-18,Salvador,BA,app,tablet,despesa_grupo,mercado,Pessoal,Supermercado,"48,93",pix,Rafaela,1,100.0,48.93,parcial,atrasado,2025-08-05,44,nao,importacao_bancaria,-78.53,4.7,
CAF-00579,21-10-2025,curitiba,pr,api,tablet,despesa_grupo,viagem,Equipe Projeto,Passeio,1141.54,dinheiro,Ana,5,20.0,228.31,aberto,falha_pagamento,2025-11-09,0,SIM,api_integracao,435.88,"3,3",
CAF-00580,2025-04-24,Curitiba,pr,web,mobile,despesa_grupo,viagem,Familia Silva,Reserva,"1275,57",cartao_credito,Henrique,3,33.33,"425,19",fechado,pago,2025-04-30,0,nao,importacao_bancaria,"-186,67",3.4,
CAF-00581,2025-06-17,Uberaba,MG,web,mobile,pagamento_rateio,alimentacao,Evento Churrasco,Padaria,159.37,pix,Eduarda,5,20.0,31.87,parcial,pendente,2025-06-21,0,NÃO,manual,"-564,45",4.2,
CAF-00582,2025-07-11,Belo Horizonte,MG,api,desktop,despesa_grupo,alimentacao,Amigos Futebol,Pizza,"761,35",dinheiro,Giovana,3,33.33,253.78,fechado,pendente,2025-07-11,4,sim,api_integracao,-0.94,4.2,
CAF-00583,21/02/2025,São Paulo,SP,site,desktop,despesa_pessoal,alimentacao,Pessoal,Jantar,602.5,dinheiro,Rafaela,1,100,602.5,aberto,pago,05/03/2025,0,nao,api_integracao,580.28,4.9,
CAF-00584,2025-04-17,Uberaba,MG,api,tablet,despesa_pessoal,mercado,Viagem Praia,Supermercado,"276,53",cartao_debito,Natália,3,100,92.18,aberto,pendente,30/04/2025,0,,importacao_bancaria,"536,97",2.5,
CAF-00585,15/02/2025,Uberlândia,MG,site,tablet,despesa_pessoal,educacao,Pessoal,Curso,2255.77,cartao_credito,Eduarda,1,100,NA,aberto,pago,2025-02-24,0,,importacao_bancaria,268.82,3.6,
CAF-00586,24/03/2025,Salvador,BA,api,mobile,reembolso,moradia,Equipe Projeto,Aluguel,1494.13,cartao_debito,João,7,14.29,213.45,cancelado,pago,data inválida,0,sim,recorrente,"-536,55",2.2,
CAF-00587,02-06-2025,Ribeirão Preto,SP,web,tablet,despesa_grupo,saude,Pessoal,Farmácia,666.86,pix,Rafaela,1,100.0,666.86,fechado,pago,06/06/2025,0,SIM,manual,"266,11",2.8,
CAF-00588,2025-03-26,Uberaba,mg,web,tablet,receita,saude,Pessoal,Salário,3467.31,dinheiro,Bruno,1,100,"3467,31",parcial,pago,2025-04-11,0,,recorrente,"571,14",2.5,
CAF-00589,2025-08-03,Uberlândia,mg,api,tablet,despesa_grupo,educacao,Casa 302,Livro,3115.3,pix,Ana,3,33.33,1038.43,fechado,pago,data inválida,0,nao,importacao_bancaria,451.61,4.9,
CAF-00590,2025-08-15,salvador,BA,app,mobile,despesa_pessoal,viagem,Viagem Praia,Hotel,2447.03,dinheiro,Rafaela,4,100,611.76,fechado,pago,2025-08-15,0,sim,importacao_bancaria,"-362,85",2.1,
CAF-00591,05/10/2025,Uberlândia,mg,app,tablet,despesa_grupo,transporte,Republica Alpha,Pedágio,731.56,pix,Carla,2,50.0,"365,78",aberto,pendente,2025-10-20,0,,recorrente,"237,94","3,2",
CAF-00592,2025-08-04,São Paulo,SP,web,mobile,despesa_grupo,lazer,Casa 302,Barzinho,636.62,pix,Carla,6,16.67,106.1,fechado,estornado,data inválida,0,sim,importacao_bancaria,-318.95,"3,1",
CAF-00593,01/06/2025,Belo Horizonte,MG,api,desktop,despesa_grupo,saude,Evento Churrasco,Farmácia,45.63,pix,Henrique,2,50.0,22.82,aberto,pendente,2025-06-17,0,SIM,recorrente,37.87,3.9,
CAF-00594,2025-06-16,São Paulo,sp,site,desktop,despesa_grupo,contas,Pessoal,Água,761.07,cartao_credito,Isabela,1,100.0,761.07,parcial,pendente,2025-06-17,0,nao,manual,-65.62,4.7,
CAF-00595,2025-03-06,Belo Horizonte,MG,app,desktop,pagamento_rateio,alimentacao,Amigos Futebol,Padaria,781.97,boleto,Giovana,6,16.67,130.33,fechado,pendente,data inválida,0,SIM,manual,-183.78,2.1,
CAF-00596,2025-04-09,Salvador,ba,web,tablet,despesa_pessoal,saude,Pessoal,Consulta,"302,46",cartao_credito,Giovana,1,100,302.46,fechado,pago,2025-04-09,0,,api_integracao,"-423,4","2,5",
CAF-00597,2025-07-09,Ribeirão Preto,sp,web,mobile,despesa_grupo,alimentacao,Amigos Futebol,Pizza,"530,02",boleto,Felipe,2,50.0,265.01,aberto,atrasado,2025-07-21,15,sim,api_integracao,-389.13,2.3,
CAF-00598,2025-05-17,Belo Horizonte,MG,app,desktop,despesa_pessoal,transporte,Pessoal,Uber,"784,53",pix,Giovana,1,100,784.53,fechado,pago,18/05/2025,0,sim,manual,"-250,55",2.6,
CAF-00599,2025-10-12,Campinas,sp,web,desktop,despesa_grupo,moradia,Casa 302,Internet,2680.23,boleto,Felipe,2,50.0,1340.12,fechado,pendente,2025-10-31,0,nao,recorrente,"-383,78",4.6,
CAF-00600,19/06/2025,Ribeirão Preto,SP,api,desktop,pagamento_rateio,saude,Amigos Futebol,Exame,"640,35",boelto,Felipe,2,50.0,320.18,parciall,pendete,2025-07-06,0,NÃO,recorrente,592.46,"4,3",
CAF-00601,03/06/2025,Campinas,SP,app,tablet,despesa_grupo,moradia,Casa 302,Condomínio,"843,94",cartao_credito,Diego,4,25.0,210.99,aberto,pendente,14/06/2025,0,SIM,manual,-463.77,4.7,
CAF-00602,10/04/2025,Campinas,sp,site,desktop,pagamento_rateio,contas,Viagem Praia,Luz,692.89,pix,Felipe,6,16.67,115.48,fechado,pago,2025-04-30,0,nao,api_integracao,303.19,"2,3",
CAF-00603,2025-04-12,Ribeirão Preto,SP,site,mobile,pagamento_rateio,contas,Viagem Praia,Internet,550.17,boleto,Diego,5,20.0,"110,03",aberto,falha_pagamento,2025-04-15,0,nao,recorrente,-64.39,4.1,
CAF-00604,2025-03-14,belo horizonte,MG,site,mobile,despesa_grupo,moradia,Amigos Futebol,Energia,1120.87,cartao_credito,Carla,7,14.29,160.12,aberto,pago,21/03/2025,0,SIM,manual,-218.65,2.8,
